Date,Open,High,Low,Close,Volume
2024-05-27,14706.046174095887,14706.046174095887,14543.368627353319,14608.439453125,12134588
2024-05-28,14771.116722989456,14803.652617578793,14543.36835474425,14706.0458984375,20352281
2024-05-29,14706.046453462694,14738.581384653222,14510.8330078125,14510.8330078125,31619029
2024-05-30,14380.691220196595,14413.226151084866,14120.406949956696,14218.013671875,43961280
2024-05-31,14218.013207088625,14315.61992581617,14152.9423828125,14152.9423828125,23367333
2024-06-03,14283.084091909708,14836.18754754141,14283.084091909708,14706.0458984375,37590993
2024-06-04,14803.653135320217,14836.18806642071,14640.9755859375,14640.9755859375,14843914
2024-06-05,14673.510088306082,14771.11680800918,14445.76171875,14445.76171875,20822557
2024-06-06,14575.903093598547,14706.045705622844,14510.832269899749,14543.3681640625,16442217
2024-06-07,14673.51027889668,14738.58110466836,14510.832732154111,14608.439453125,13873761
2024-06-10,14673.510229136486,14901.258600878404,14640.975298674346,14738.5810546875,21452376
2024-06-11,14738.580589120536,14771.116483181657,14608.438942129464,14673.509765625,16140438
2024-06-12,14673.51037613157,15031.4013671875,14575.903654513884,15031.4013671875,39131004
2024-06-13,15096.472327084626,15421.827425607089,15063.936431381679,15324.220703125,61685448
2024-06-14,15617.039767640124,15617.039767640124,15031.4013671875,15031.4013671875,39553008
2024-06-17,15226.613555695563,15226.613555695563,14933.794361048102,15129.0068359375,27637618
2024-06-18,15291.684380658695,15324.220275453625,15129.0068359375,15129.0068359375,18922173
2024-06-19,15226.613794734665,15259.149690040367,14998.865421474968,15161.54296875,20694438
2024-06-20,15226.613555695563,15259.149450490491,15063.936010974368,15129.0068359375,22291540
2024-06-21,15129.006609368467,15194.078397983823,15031.400855698856,15096.4716796875,16187041
2024-06-24,15031.401216607166,15096.47204215818,14673.510229136486,14738.5810546875,48528638
2024-06-25,14771.116722989456,14868.72344213075,14640.975073885544,14706.0458984375,33563951
2024-06-26,14706.046412765238,14738.58134386573,14543.36886338252,14640.9755859375,21588237
2024-06-27,14608.439690210256,14706.046412765238,14575.903794483012,14640.9755859375,10650743
2024-06-28,14673.510088306082,14673.510088306082,14445.76171875,14445.76171875,17489181
2024-07-01,14478.297801581639,14608.439453125,14413.226011183222,14608.439453125,7851855
2024-07-02,14640.975534303496,14868.723909710754,14608.439638690996,14771.1171875,17507549
2024-07-03,14836.187962689723,14933.794684562261,14706.04630994417,14901.2587890625,16845989
2024-07-04,14901.258324343442,14966.3301133136,14706.045851313116,14836.1875,10874496
2024-07-05,14836.1875,14868.723394485078,14706.045851313116,14836.1875,12038954
2024-07-08,14836.188014098254,14933.794736309006,14706.046360901748,14771.1171875,16311669
2024-07-09,14836.188146005354,15063.9365234375,14738.581422926789,15063.9365234375,21679317
2024-07-10,15063.936247459633,15356.756411330734,15063.936247459633,15161.54296875,36754119
2024-07-11,15259.149741210937,15291.684671999003,15031.4013671875,15031.4013671875,13219958
2024-07-12,14933.794183716418,15096.471726505895,14901.258289307838,14966.330078125,12936699
2024-07-15,14998.865234375,15096.471954447794,14933.794409202046,14998.865234375,7789161
2024-07-16,15031.401500305483,15584.504974868321,14998.865604602535,15324.220703125,40532725
2024-07-17,15486.89779268973,16365.355375073086,15324.220248257243,15942.39453125,110944396
2024-07-18,16007.465272783851,16267.750500073194,15682.11018561225,16202.6787109375,61088874
2024-07-19,16202.678127665686,16690.709776227974,16137.607305499161,16528.033203125,75910777
2024-07-22,16462.962439709743,16755.78260460155,16040.001587021705,16397.892578125,59607761
2024-07-23,16495.499094520896,16495.499094520896,15486.897924598115,15551.96875,76880931
2024-07-24,15486.898160906963,15779.71736199683,15389.291439001425,15584.5048828125,41489976
2024-07-25,15519.434056417724,15682.110640091292,15291.684717095886,15584.5048828125,35353916
2024-07-26,15551.968664877868,15844.787859897,15519.433734668368,15812.2529296875,18459487
2024-07-29,15909.85968669407,15909.85968669407,15682.1103515625,15682.1103515625,16156074
2024-07-30,15682.110267232678,15942.39453125,15519.433687426916,15942.39453125,29709840
